frame_id,player_id,joint_0_x_m,joint_0_y_m,joint_0_z_m,joint_1_x_m,joint_1_y_m,joint_1_z_m,joint_2_x_m,joint_2_y_m,joint_2_z_m,joint_3_x_m,joint_3_y_m,joint_3_z_m,joint_4_x_m,joint_4_y_m,joint_4_z_m,joint_5_x_m,joint_5_y_m,joint_5_z_m,joint_6_x_m,joint_6_y_m,joint_6_z_m,joint_7_x_m,joint_7_y_m,joint_7_z_m,joint_8_x_m,joint_8_y_m,joint_8_z_m,joint_9_x_m,joint_9_y_m,joint_9_z_m,joint_10_x_m,joint_10_y_m,joint_10_z_m,joint_11_x_m,joint_11_y_m,joint_11_z_m,joint_12_x_m,joint_12_y_m,joint_12_z_m,joint_13_x_m,joint_13_y_m,joint_13_z_m,joint_14_x_m,joint_14_y_m,joint_14_z_m,joint_15_x_m,joint_15_y_m,joint_15_z_m,joint_16_x_m,joint_16_y_m,joint_16_z_m
205,player_0,2.6504395,11.05213,-0.0036767349,2.6059918,11.037964,0.09789829,2.6683002,11.311032,-0.14000398,2.8765726,11.405624,0.098926246,2.372017,11.53267,-0.37319523,2.2448049,10.503893,-0.031827785,2.6482956,10.939317,-0.19120064,2.6871352,10.892285,0.08474473,2.8747354,11.272279,0.015956372,2.9287412,11.259704,-0.09779105,2.9684517,10.649759,0.064542845,2.878289,11.032443,0.5546432,2.4481018,11.463984,0.03469401,2.7136075,11.297677,0.12785813,2.634473,11.652169,0.45727015,2.8762171,10.764984,0.07984399,2.5684965,11.055203,0.00015601516
205,player_1,3.4208999,2.3407784,0.07252759,3.2188969,2.599755,0.024089903,3.199234,2.671072,-0.028213242,3.3199124,3.1378508,0.08763884,2.8202305,3.568035,-0.4404359,2.7010918,2.2259374,-0.20536438,3.1730099,3.144777,-0.6211291,3.5120142,2.677936,-0.019583669,3.188988,3.0248792,-0.33557677,3.154627,3.3676038,-0.63376063,4.1012316,2.5696554,0.012053149,3.6930492,3.1173913,0.7053328,3.1400435,3.1689177,-0.0029169917,3.3969502,2.938593,-0.21656403,3.3045053,3.3992143,0.5969404,3.9007196,2.575274,0.54811347,3.0571847,2.5856385,-0.46811348
206,player_0,2.6919858,10.847482,-0.012140825,2.6379607,10.827995,0.09022073,2.7202003,11.087117,-0.14017393,2.9196723,11.18808,0.09836639,2.421748,11.291503,-0.3613064,2.3048599,10.31853,-0.03482394,2.6833422,10.735802,-0.18072984,2.7311313,10.68805,0.07252618,2.9148598,11.049211,0.021955535,2.9613643,11.025391,-0.090366766,3.0020382,10.445766,0.0709861,2.9139204,10.808796,0.5281831,2.4868755,11.2356205,0.028690651,2.7521167,11.086804,0.13224636,2.6856782,11.419544,0.44236392,2.9195404,10.556508,0.08151348,2.614941,10.850184,-0.0015134737
206,player_1,3.484708,2.3974025,0.101024374,3.2671506,2.5974762,0.035224892,3.2734108,2.6824346,-0.010555197,3.4296064,3.1134996,0.10155405,2.947242,3.4652748,-0.38004753,2.8253517,2.2672553,-0.18886468,3.2573915,3.079608,-0.5315578,3.529322,2.6908696,-0.0012190407,3.2903693,2.987765,-0.2760997,3.265363,3.282238,-0.5528615,4.0585327,2.5768118,0.02936332,3.746489,3.0892153,0.637196,3.2262688,3.109117,0.039872453,3.440457,2.9176574,-0.17475408,3.370598,3.3333192,0.5098622,3.8747697,2.5742223,0.4946067,3.142359,2.6119642,-0.4146067
207,player_0,2.6919858,10.847482,-0.012140825,2.6379607,10.827995,0.09022073,2.7202003,11.087117,-0.14017393,2.9196723,11.18808,0.09836639,2.421748,11.291503,-0.3613064,2.3048599,10.31853,-0.03482394,2.6833422,10.735802,-0.18072984,2.7311313,10.68805,0.07252618,2.9148598,11.049211,0.021955535,2.9613643,11.025391,-0.090366766,3.0020382,10.445766,0.0709861,2.9139204,10.808796,0.5281831,2.4868755,11.2356205,0.028690651,2.7521167,11.086804,0.13224636,2.6856782,11.419544,0.44236392,2.9195404,10.556508,0.08151348,2.614941,10.850184,-0.0015134737
207,player_1,3.484708,2.3974025,0.101024374,3.2671506,2.5974762,0.035224892,3.2734108,2.6824346,-0.010555197,3.4296064,3.1134996,0.10155405,2.947242,3.4652748,-0.38004753,2.8253517,2.2672553,-0.18886468,3.2573915,3.079608,-0.5315578,3.529322,2.6908696,-0.0012190407,3.2903693,2.987765,-0.2760997,3.265363,3.282238,-0.5528615,4.0585327,2.5768118,0.02936332,3.746489,3.0892153,0.637196,3.2262688,3.109117,0.039872453,3.440457,2.9176574,-0.17475408,3.370598,3.3333192,0.5098622,3.8747697,2.5742223,0.4946067,3.142359,2.6119642,-0.4146067
208,player_0,2.7251875,10.816922,-0.037145175,2.649684,10.774561,0.07872534,2.770403,11.08293,-0.19217935,3.0008755,11.205463,0.10821342,2.3938882,11.321021,-0.44341204,2.2697012,10.176199,-0.061675392,2.7037838,10.6663475,-0.22552752,2.7857776,10.612521,0.061696015,2.9960742,11.039268,0.01900196,3.057355,11.003551,-0.10369659,3.1006868,10.300254,0.086089365,2.9815757,10.741115,0.61046225,2.4686723,11.261192,0.011268683,2.79426,11.09048,0.16188154,2.7255373,11.488809,0.5103697,3.0041099,10.446092,0.09732401,2.6324103,10.798143,-0.017324008
208,player_1,3.5294085,2.4347048,0.11811482,3.2898185,2.602062,0.055714726,3.3311317,2.7167869,0.013728794,3.5169299,3.1455948,0.11404265,3.012075,3.4752345,-0.3618862,2.8658826,2.2819386,-0.20033127,3.3099413,3.0820317,-0.47802937,3.5426896,2.7363005,0.02284034,3.3715563,3.0025744,-0.23909798,3.3276591,3.2976933,-0.5339376,4.0886593,2.5916398,0.054019295,3.8171659,3.1154306,0.63319546,3.276884,3.1206326,0.07879344,3.458849,2.9380777,-0.14995241,3.4056513,3.3540986,0.5013393,3.8872225,2.5830865,0.48031154,3.1914706,2.663504,-0.40031153
209,player_0,2.7726877,10.94131,-0.07462334,2.6879148,10.851055,0.054905348,2.8379526,11.219326,-0.2601859,3.1193113,11.364452,0.12518746,2.3751452,11.502458,-0.54448396,2.2306528,10.144346,-0.09230394,2.7245176,10.713815,-0.29725465,2.8769627,10.679587,0.022473574,3.1230764,11.171208,0.0066248477,3.1948898,11.114372,-0.10318052,3.2365375,10.250257,0.09763311,3.0577524,10.793617,0.7077716,2.4571898,11.438804,-0.02151712,2.8514266,11.239786,0.19744301,2.7814412,11.719108,0.60083485,3.1198695,10.4428835,0.116682686,2.6578972,10.877544,-0.036682688
209,player_1,3.5425637,2.5321596,0.10203955,3.2954702,2.694274,0.058926035,3.3565776,2.7890034,0.0023321472,3.5788076,3.2118704,0.0873573,3.0839236,3.5050092,-0.3483552,2.9232924,2.3567579,-0.21512425,3.3409147,3.1002908,-0.4607669,3.5436084,2.8366,-0.005395917,3.4210324,3.04127,-0.20939746,3.351138,3.3266983,-0.53221285,4.0604444,2.6484609,0.072601885,3.865749,3.1714222,0.61007816,3.2911587,3.1536384,0.082771555,3.4777164,2.9878986,-0.13961452,3.4186296,3.4148824,0.47497725,3.9122524,2.66184,0.48014158,3.2168512,2.72952,-0.4001416
210,player_0,2.7794313,11.024634,-0.12386808,2.7162366,10.862138,0.03685794,2.8937523,11.377574,-0.391782,3.273541,11.55227,0.14400646,2.2621367,11.725201,-0.7383194,2.0616136,9.936617,-0.1482237,2.7204354,10.685512,-0.41200674,2.9398654,10.682114,-0.024216846,3.2760599,11.304205,-0.026951268,3.3735366,11.187476,-0.11178534,3.4325929,10.056042,0.09958902,3.1425126,10.791945,0.88601846,2.3812933,11.665985,-0.065144,2.9117854,11.384197,0.24595222,2.8153818,12.038567,0.7874852,3.2645063,10.3255825,0.1362381,2.6564317,10.888817,-0.056238115
210,player_1,3.5596414,2.5272098,0.1009921,3.2945478,2.676229,0.05691347,3.3868487,2.779465,0.002378486,3.6018937,3.1841846,0.077499345,3.1094406,3.4687808,-0.3384573,2.94005,2.3191829,-0.209182,3.3522224,3.0465684,-0.44682002,3.5490015,2.824833,-0.004468318,3.4571075,2.9999938,-0.19083521,3.3730578,3.2877188,-0.51468897,4.053865,2.6101358,0.0945564,3.8906798,3.140498,0.6094818,3.300899,3.1283407,0.07409961,3.4610934,2.955851,-0.112324096,3.4097862,3.3980412,0.4762661,3.9151409,2.6387703,0.47527897,3.2284443,2.6992862,-0.395279
211,player_0,2.772102,11.046937,-0.12546667,2.7378373,10.729709,0.0799574,2.9440322,11.543415,-0.51213986,3.4153237,11.73205,0.26824686,2.0945504,11.910084,-0.9993703,1.7968142,9.625906,-0.20303199,2.7668498,10.641761,-0.49898314,2.9637027,10.5310755,-0.005963221,3.4116817,11.485007,-0.00935252,3.6321325,11.269917,-0.118315786,3.6698723,9.88711,0.1481982,3.3152144,10.858114,1.1819069,2.410592,11.904263,-0.12828851,2.9664488,11.477968,0.26146215,2.8654113,12.326603,1.0317073,3.360012,10.12766,0.10751878,2.635644,10.937517,-0.027518764
211,player_1,3.5493553,2.4696193,0.09233811,3.2624502,2.644535,0.05575396,3.3878164,2.7452464,-0.007989936,3.6052294,3.1495287,0.06140832,3.103227,3.4483206,-0.35723832,2.9055989,2.2221317,-0.2221426,3.327438,2.983033,-0.473403,3.5458329,2.78253,0.0012766998,3.472448,2.940886,-0.19375649,3.3712647,3.2525914,-0.5293055,4.05412,2.5168328,0.116079725,3.9197237,3.0836122,0.6498148,3.2703986,3.0943148,0.070153944,3.435268,2.9024389,-0.08982354,3.3749657,3.3961499,0.5141177,3.9407291,2.5685992,0.50629103,3.2003965,2.6296203,-0.42629102
212,player_0,2.7604065,11.002924,-0.09784055,2.8279297,10.628596,0.09357142,2.9844053,11.711444,-0.6235235,3.5816245,11.882381,0.3381914,2.0127795,12.047339,-1.1773095,1.5789218,9.3049755,-0.3041543,2.7701073,10.630292,-0.57443976,3.0105991,10.465655,-0.032859087,3.5278816,11.564532,-0.0026684254,3.805912,11.36644,-0.14092347,3.872694,9.714507,0.18689284,3.4161649,10.857413,1.4193705,2.3610752,12.084767,-0.15174416,3.0845203,11.56435,0.25207388,2.8589604,12.579909,1.2367337,3.4394088,9.947152,0.11114194,2.6117508,10.854887,-0.031141952
212,player_1,3.5370002,2.4747756,0.08227181,3.2363527,2.6709518,0.05880279,3.3733134,2.7599018,-0.017225072,3.6024625,3.136863,0.05252839,3.092462,3.4490077,-0.3667795,2.895268,2.1835148,-0.22899202,3.3068907,2.9516344,-0.48826128,3.5574677,2.765746,-0.0033935718,3.4781313,2.9222615,-0.1930683,3.3695266,3.2494812,-0.5279802,4.0413027,2.46519,0.13495842,3.9216392,3.0573223,0.68976885,3.2239497,3.0864716,0.0717354,3.4181557,2.898307,-0.061076276,3.3665903,3.4248033,0.5445481,3.9569814,2.553387,0.51503676,3.1678429,2.6008937,-0.43503678
213,player_0,2.7502525,11.024729,-0.099984795,2.8309586,10.636983,0.08752177,2.981526,11.749479,-0.6553018,3.6053057,11.924637,0.336264,1.984391,12.099405,-1.2142237,1.5375925,9.256175,-0.3199867,2.7551155,10.631176,-0.6013985,3.016437,10.483522,-0.044255793,3.550746,11.584487,-0.012186587,3.82618,11.39128,-0.15008277,3.9078584,9.673311,0.18744987,3.415152,10.852654,1.4586966,2.3221114,12.1331835,-0.15593806,3.0881205,11.602132,0.26024255,2.8525336,12.654378,1.2760229,3.4555776,9.934901,0.114456914,2.5985281,10.849264,-0.03445691
213,player_1,3.534916,2.4782054,0.08257589,3.233533,2.6752176,0.06111662,3.372174,2.7689555,-0.014051847,3.6042738,3.149316,0.055094924,3.085646,3.4669259,-0.37024593,2.8877869,2.1887424,-0.23066154,3.3043892,2.9646475,-0.49188763,3.55573,2.7719703,-0.00078033656,3.4761777,2.935477,-0.19590414,3.3678734,3.264402,-0.53268534,4.0487313,2.4708343,0.13558885,3.9239652,3.068281,0.6972598,3.223204,3.1022882,0.07565513,3.4127386,2.908821,-0.06365181,3.3629284,3.441635,0.5503775,3.9585865,2.5576785,0.52008545,3.166618,2.6110752,-0.44008547
214,player_1,3.4970565,2.477003,0.063286774,3.2142448,2.6808195,0.056050707,3.3463295,2.7512681,-0.025552109,3.5610962,3.0962386,0.0460642,3.0754044,3.403291,-0.35775205,2.8884342,2.1561735,-0.22561553,3.2619224,2.9097323,-0.49226123,3.5446525,2.7301383,-0.011950634,3.4703746,2.8880315,-0.17655748,3.3644295,3.2051744,-0.4998231,3.9896255,2.414799,0.13808274,3.8920388,3.0084248,0.68601537,3.1845567,3.06014,0.045740902,3.387274,2.8667948,-0.0357984,3.3442788,3.3970463,0.5480909,3.9377265,2.5446405,0.49831018,3.144341,2.5628095,-0.41831017
214,player_0,2.8043249,10.953823,-0.118707895,2.8618748,10.677762,0.035083562,3.013975,11.754923,-0.62208706,3.5853038,11.836398,0.29739085,2.0608287,12.047785,-1.1583298,1.6891599,9.321405,-0.36587363,2.762742,10.652848,-0.57134885,3.0415075,10.502133,-0.0379557,3.5197453,11.527604,-0.027949527,3.795688,11.415236,-0.16688865,3.915043,9.737778,0.157655,3.401197,10.829909,1.3796413,2.3566713,12.079966,-0.15560523,3.1074092,11.546026,0.26887447,2.87388,12.588773,1.2331089,3.4801588,9.97173,0.13273373,2.6477094,10.782793,-0.05273372
215,player_0,2.8397267,10.778697,-0.13833523,2.856409,10.615791,-0.024647638,3.0278652,11.450498,-0.48649704,3.4569316,11.489901,0.16419208,2.253119,11.682635,-0.9080131,1.995627,9.527304,-0.34413138,2.7578597,10.591281,-0.47576421,3.0805523,10.442242,-0.034923896,3.402281,11.230684,-0.063963175,3.5726457,11.21744,-0.15949798,3.7451491,9.831619,0.12136918,3.3046489,10.670604,1.100524,2.4573336,11.714443,-0.11276066,3.0869343,11.282821,0.20143801,2.9176526,12.152701,0.97448856,3.4368424,10.079349,0.16163921,2.7150512,10.645009,-0.0816392
215,player_1,3.4345903,2.5576727,0.06971721,3.198457,2.7695258,0.060040932,3.3299015,2.8193333,-0.027972706,3.503045,3.0943508,0.038013883,3.0823328,3.4016252,-0.32186726,2.9076343,2.2251961,-0.19363791,3.2149072,2.938688,-0.4563567,3.5130522,2.766962,-0.002121903,3.43609,2.9155338,-0.14816311,3.3647997,3.2132137,-0.44119602,3.8938084,2.4355085,0.13801347,3.8096042,2.9944186,0.6434273,3.1422112,3.088687,0.020599186,3.373313,2.9040134,0.003101632,3.301383,3.4117227,0.5178679,3.8769503,2.5948157,0.4610812,3.1241472,2.5955706,-0.38108122
216,player_0,2.8330412,10.43469,-0.106290594,2.8817,10.381657,-0.0123193115,2.9513547,11.023051,-0.3777275,3.310509,11.056612,0.10974553,2.3808331,11.225946,-0.6679957,2.2594748,9.497701,-0.26777238,2.8355415,10.324156,-0.3584087,3.0333564,10.208806,0.003605947,3.243232,10.802647,-0.05769752,3.3932805,10.790013,-0.1372946,3.5321329,9.759031,0.1050734,3.1932533,10.375341,0.8340423,2.543262,11.201342,-0.067353606,3.0828638,10.834779,0.15183592,2.9274197,11.526969,0.7242202,3.3299522,9.936011,0.10078785,2.7548695,10.383308,-0.02078785
216,player_1,3.3750358,2.7032156,0.07380843,3.200084,2.9002607,0.04426133,3.287657,2.9215457,-0.024573676,3.4383802,3.133922,0.04382631,3.080677,3.4185352,-0.28495568,2.9305694,2.3718343,-0.15789267,3.158012,3.0107589,-0.41071904,3.482827,2.8486435,-0.0013816804,3.389896,2.9883454,-0.11839201,3.3427455,3.247038,-0.3833271,3.784905,2.5301597,0.12733185,3.71845,3.0399544,0.5870679,3.1087446,3.1567965,-0.020310476,3.3428495,2.987996,0.023798212,3.2680802,3.4393284,0.46601,3.7824433,2.7074974,0.41221458,3.1158667,2.678168,-0.33221456
217,player_0,2.8637075,10.139908,-0.046927035,2.8726473,10.159635,0.010599963,2.9311156,10.507176,-0.19859286,3.1415384,10.536844,0.08535982,2.5798364,10.656919,-0.38754672,2.5169494,9.586284,-0.15628196,2.8394897,10.089698,-0.20622467,2.972993,10.018151,0.025251962,3.1025457,10.370297,0.00026245415,3.1743314,10.393405,-0.0745309,3.2685783,9.738357,0.077495754,3.076131,10.107731,0.5286116,2.6624343,10.631047,-0.024202093,3.007145,10.408238,0.1154181,2.9106812,10.821407,0.46963245,3.1728024,9.843585,0.08470302,2.7953565,10.118729,-0.0047030225
217,player_1,3.3326864,2.7163942,0.07487479,3.1819642,2.9233496,0.023065228,3.251045,2.920833,-0.018945903,3.3935862,3.0758786,0.04482043,3.0698898,3.373944,-0.26130202,2.9265423,2.3786352,-0.141022,3.10619,2.9731562,-0.39087072,3.4511054,2.831039,-0.004200302,3.3468049,2.9562566,-0.09916017,3.312119,3.1975782,-0.35973644,3.7160168,2.4969559,0.11866351,3.6510224,2.9866753,0.5581622,3.0646775,3.1293936,-0.048315257,3.3239264,2.9798248,0.03394788,3.2382984,3.4163008,0.44155553,3.7342942,2.7044115,0.3939413,3.0855377,2.6404076,-0.3139413
218,player_0,2.8295767,9.953244,-0.010566495,2.8173738,10.011101,0.017305247,2.8740852,10.267722,-0.15709491,3.0421526,10.292285,0.083461374,2.5702093,10.417144,-0.30362684,2.5433457,9.501123,-0.121976316,2.797687,9.927503,-0.16929148,2.9063504,9.861798,0.049071055,3.017796,10.147746,0.015347868,3.0683837,10.214398,-0.06472108,3.135852,9.627162,0.07401225,2.992227,9.93395,0.46204853,2.6230974,10.379007,-0.0067245513,2.929296,10.200477,0.12144844,2.8619847,10.541687,0.41042846,3.0754728,9.731134,0.08007386,2.732886,9.9356365,-7.387251e-05
218,player_1,3.316694,2.8358598,0.07228037,3.1846156,3.0773413,0.0025043637,3.235722,3.060828,-0.014117487,3.374216,3.1637096,0.0506704,3.0696113,3.487376,-0.25943533,2.9280243,2.5061908,-0.1396235,3.067581,3.0853822,-0.38530928,3.4504359,2.948647,-0.016592354,3.3271515,3.0650613,-0.08123242,3.3002315,3.3136744,-0.3519246,3.702203,2.6053138,0.11909928,3.6076875,3.0727625,0.55533075,3.0389667,3.2374444,-0.06874076,3.320166,3.0849602,0.04305419,3.242445,3.5446641,0.44421795,3.7261643,2.8412068,0.39302483,3.0709376,2.739041,-0.31302482
219,player_0,2.8308825,9.9466095,-0.008291893,2.8184197,10.006601,0.017614707,2.8740683,10.248766,-0.15119633,3.0366101,10.273973,0.07995589,2.5793571,10.395939,-0.2902382,2.55506,9.507905,-0.117339686,2.796789,9.92137,-0.16408506,2.9062533,9.859954,0.048248243,3.0137346,10.133659,0.015941627,3.059415,10.199509,-0.060555875,3.126068,9.627255,0.070622236,2.986167,9.924584,0.44716632,2.6276953,10.357253,-0.005986005,2.9282322,10.187542,0.121243805,2.8623755,10.51702,0.39973763,3.0695853,9.733367,0.079610586,2.7353718,9.92524,0.00038941205
219,player_1,3.316512,2.8348246,0.07201509,3.184057,3.0767033,0.0026451945,3.2364576,3.0604858,-0.013804652,3.3746598,3.1633854,0.050463565,3.0694969,3.4879313,-0.25948986,2.9283175,2.506261,-0.1393731,3.067736,3.0847433,-0.38499933,3.4504101,2.948073,-0.015777193,3.3272722,3.0646296,-0.08145312,3.3000727,3.3140311,-0.3517712,3.702281,2.604656,0.119786546,3.6077085,3.0727112,0.5555226,3.039344,3.2366073,-0.068493925,3.3196962,3.084538,0.043213964,3.241867,3.5441751,0.44424233,3.726216,2.8407354,0.3930446,3.0708857,2.739513,-0.3130446
220,player_0,2.748177,9.7282715,0.014672428,2.7263777,9.781458,0.034071736,2.7742975,10.011223,-0.1262657,2.918614,10.041453,0.11328986,2.5047565,10.17582,-0.27632892,2.485268,9.325629,-0.088765144,2.72692,9.714242,-0.14437747,2.782715,9.624445,0.083020374,2.9047353,9.913779,0.030255824,2.967493,9.987637,-0.078955576,3.0141299,9.455179,0.06709589,2.8937418,9.72798,0.44452682,2.5696936,10.132141,0.0035880283,2.8296683,9.965123,0.11669576,2.7625756,10.251378,0.38016933,2.9446774,9.528461,0.064496815,2.661507,9.733146,0.015503183
220,player_1,3.3178315,2.8993669,0.07520404,3.1966925,3.1593604,-0.02477333,3.2433174,3.1372135,-0.018936835,3.3558404,3.1919577,0.04441196,3.094866,3.511057,-0.24261928,2.9638672,2.594993,-0.13603473,3.0501707,3.1283364,-0.3672296,3.450054,3.0122983,-0.027033962,3.3266196,3.1043866,-0.06499366,3.3076763,3.348922,-0.32254773,3.6771078,2.6718369,0.1061386,3.5584483,3.0945055,0.5040138,3.0377786,3.2732906,-0.08519501,3.3373473,3.1251502,0.04275062,3.2601404,3.583951,0.41633177,3.7119994,2.9153357,0.37641087,3.0875022,2.784957,-0.2964109
221,player_0,2.619046,9.640825,0.017523602,2.5847764,9.746201,0.014471784,2.6377065,10.103482,-0.24457997,2.890714,10.153203,0.19547342,2.1869302,10.443213,-0.51485074,2.1870394,8.932445,-0.15794373,2.5760567,9.577862,-0.3060022,2.6552591,9.442022,0.1292358,2.899451,9.945318,0.0287541,2.9989827,10.08923,-0.17974108,3.0523338,9.132467,0.06248287,2.846588,9.622201,0.73674,2.3057942,10.340553,-0.04941733,2.741078,10.048387,0.17440416,2.6448457,10.512665,0.632938,2.9327645,9.277788,0.07410466,2.4647727,9.62726,0.0058953613
221,player_1,3.3050516,2.8445656,0.07126168,3.1877866,3.1178594,-0.04443465,3.2285938,3.0777812,-0.024382837,3.3264549,3.1112,0.03706082,3.0914652,3.4390905,-0.23598403,2.9728403,2.569172,-0.13579297,3.0252843,3.0639973,-0.36200082,3.4387827,2.9670537,-0.04440088,3.312652,3.0417974,-0.064858295,3.2961733,3.2822623,-0.31085563,3.6576066,2.62482,0.08833823,3.506039,3.0220892,0.468837,3.0268917,3.2089531,-0.10776573,3.337334,3.0549853,0.03543139,3.264218,3.5089986,0.39892665,3.6901765,2.8724656,0.3703289,3.0739007,2.727653,-0.2903289
222,player_0,2.5350382,9.673105,0.017673641,2.5132263,9.803615,-0.00080807507,2.5292006,10.157946,-0.27922046,2.8271244,10.238143,0.20891428,2.0521498,10.567495,-0.5984608,2.0662608,8.862744,-0.1650401,2.4772828,9.563965,-0.3723767,2.5543945,9.412772,0.14668277,2.8506403,9.983201,0.021313623,2.9676228,10.141469,-0.2308883,2.9873786,9.056213,0.025914818,2.773776,9.623481,0.79438615,2.170514,10.45068,-0.1012243,2.6713567,10.127459,0.18584454,2.553382,10.617111,0.7043561,2.8503737,9.245959,0.07454541,2.3776183,9.623089,0.0054546
222,player_1,3.2940333,2.8043818,0.0663298,3.1954367,3.0789018,-0.058347143,3.22913,3.050204,-0.027333252,3.3154037,3.048286,0.033894576,3.0899377,3.392395,-0.23293054,2.9832218,2.5576184,-0.12883547,3.011104,3.0228214,-0.3433767,3.4404755,2.929712,-0.049527563,3.3031168,3.012569,-0.06746923,3.3081627,3.238378,-0.2866513,3.6521325,2.5995045,0.07912422,3.4650388,2.9685855,0.44681317,3.026589,3.162098,-0.1200035,3.3392148,3.0076404,0.03671905,3.2652695,3.4582765,0.38845885,3.6655462,2.8423157,0.36030376,3.0771306,2.6953497,-0.28030375
223,player_0,2.4733055,9.730945,0.040173218,2.416456,9.896745,-0.022782773,2.4479678,10.348453,-0.37905535,2.8076575,10.440416,0.26588926,1.8402063,10.905497,-0.7954161,1.8869357,8.681304,-0.19259682,2.4175436,9.561185,-0.50946367,2.4619894,9.356165,0.19682756,2.8727016,10.115879,0.0066465586,3.0477433,10.322828,-0.33392456,3.0230925,8.924887,-0.010606438,2.7735941,9.641948,0.98133254,2.0041075,10.741723,-0.14027691,2.6195333,10.33321,0.2522769,2.4791658,10.949316,0.88387215,2.825257,9.197577,0.059008867,2.2792046,9.634118,0.020991147
223,player_1,3.2483087,2.7470045,0.058772616,3.1702206,3.0034294,-0.053086825,3.1984465,2.9838061,-0.020551711,3.2753394,2.967176,0.0331022,3.0530539,3.310136,-0.21860209,2.9556143,2.510296,-0.11600634,2.9792318,2.950043,-0.31884348,3.3965998,2.8656607,-0.045629144,3.2608721,2.9537272,-0.06272464,3.2802243,3.1575308,-0.2506981,3.598465,2.539142,0.072882995,3.4011004,2.8932376,0.4293826,2.998975,3.0895965,-0.11478654,3.305324,2.939549,0.041427992,3.2264426,3.372295,0.37248418,3.6038074,2.7834878,0.34052148,3.0520794,2.6367867,-0.2605215
224,player_0,2.3574076,9.749044,0.08772279,2.285848,9.8883295,-0.04008764,2.360363,10.591606,-0.55466366,2.8108895,10.707132,0.3923197,1.420181,11.400134,-1.1753448,1.5024216,8.226185,-0.20770285,2.3279114,9.3932,-0.73570275,2.314771,9.115495,0.30564678,2.9450724,10.236633,0.014279783,3.2390168,10.486431,-0.46573028,3.1444428,8.5214815,-0.043144614,2.773097,9.556264,1.3714116,1.7445104,11.213457,-0.18703723,2.5684028,10.52415,0.3797893,2.3573303,11.478104,1.3083194,2.8317952,8.951064,0.03363262,2.1641917,9.575616,0.046367392
224,player_1,3.2088342,2.690944,0.048436277,3.154954,2.9212654,-0.046428315,3.1662982,2.9155686,-0.019860454,3.241374,2.886649,0.033773355,3.0258696,3.2139325,-0.20678955,2.9285707,2.4583404,-0.099001355,2.9586492,2.8745027,-0.29105785,3.351114,2.8003669,-0.042686783,3.2247267,2.8930757,-0.058136024,3.2527187,3.069264,-0.21209869,3.5359187,2.4852874,0.062970765,3.340584,2.8171358,0.39889914,2.9747047,3.0112393,-0.10796525,3.2769485,2.873673,0.041456833,3.1917057,3.2650285,0.3542027,3.5351863,2.7243462,0.3089632,3.0371718,2.5824916,-0.2289632
225,player_0,2.3631458,9.726559,0.093058035,2.286238,9.861346,-0.036877036,2.3692822,10.556173,-0.544186,2.8013656,10.671144,0.39295992,1.4411719,11.348493,-1.1536877,1.524407,8.243516,-0.20574373,2.3362386,9.388386,-0.7102181,2.319129,9.103786,0.30438703,2.9313388,10.212601,0.02260466,3.232453,10.455579,-0.45332432,3.1336508,8.532742,-0.03712079,2.7687676,9.546817,1.3473828,1.7614651,11.162558,-0.17903095,2.5691752,10.488513,0.37854388,2.3617885,11.42553,1.281187,2.8242502,8.947196,0.030292556,2.169647,9.563014,0.049707428
225,player_1,3.206247,2.6840022,0.05070839,3.153806,2.9139142,-0.044927567,3.164242,2.9077313,-0.018546693,3.2385056,2.8791497,0.03501725,3.023873,3.2056742,-0.20403458,2.9281547,2.4523573,-0.09681122,2.9576573,2.868079,-0.28812182,3.3499393,2.7917247,-0.040754177,3.2227147,2.884869,-0.05714123,3.2512205,3.0613835,-0.21001087,3.5328906,2.4781063,0.06529761,3.3376408,2.81035,0.39957374,2.9716437,3.002768,-0.10782303,3.2760644,2.8677068,0.04247866,3.188016,3.2572749,0.35387707,3.5310926,2.7159722,0.3089033,3.0353303,2.5748081,-0.22890331
226,player_0,2.2468994,9.794965,0.18832265,2.1262002,9.917108,-0.04785618,2.3051653,10.91781,-0.76001513,2.818509,11.009531,0.58236635,0.9139986,12.055472,-1.6053452,1.0723232,7.634234,-0.21609983,2.2392719,9.177861,-1.0282398,2.1897008,8.851173,0.46652034,3.0873609,10.387248,0.05191189,3.5183048,10.736426,-0.57840586,3.314937,8.006508,-0.06727272,2.8068836,9.423808,1.8508366,1.4485221,11.83564,-0.24512032,2.4896967,10.776451,0.5971228,2.2721868,12.199975,1.9056851,2.879342,8.687371,-0.015877217,2.0302334,9.458437,0.09587717
226,player_1,3.155589,2.6114426,0.043497868,3.12495,2.8045726,-0.041648157,3.1171725,2.8051212,-0.023488514,3.1929824,2.7759168,0.03583154,2.9920537,3.0750155,-0.19251062,2.898705,2.382498,-0.08301942,2.9319127,2.7652588,-0.261173,3.2876494,2.6993806,-0.04089325,3.179513,2.7941606,-0.052745007,3.2041414,2.9387863,-0.17763382,3.4565456,2.4015455,0.047911398,3.2680748,2.7119527,0.3594557,2.9443355,2.8992803,-0.10078725,3.2266808,2.77654,0.036825504,3.1491075,3.111508,0.3200391,3.445504,2.6367922,0.27558267,3.0141535,2.4997826,-0.19558267
